,title,year,lifetime_gross,ratingInteger,ratingCount,duration,nrOfWins,nrOfNominations,nrOfPhotos,nrOfNewsArticles,nrOfUserReviews,nrOfGenre,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Horror,Music,Musical,Mystery,News,RealityTV,Romance,SciFi,Short,Sport,TalkShow,Thriller,War,Western
517,THE SPY WHO LOVED ME,1977,46838673,7,58825,7500,2,7,43,297,247,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,PETE'S DRAGON,1977,39588000,6,12819,6120,0,4,34,49,74,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,HIGH ANXIETY,1977,31063038,7,11610,5640,0,0,21,74,95,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2517,HERBIE GOES TO MONTE CARLO,1977,29000000,5,4001,6300,0,0,14,12,15,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2514,THE DEEP,1977,47346365,6,7149,7380,0,2,43,73,54,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2513,BOBBY DEERFIELD,1977,9300000,6,2401,7440,0,0,17,3,29,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2515,EXORCIST II: THE HERETIC,1977,30749142,4,13573,7080,0,0,14,53,234,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2516,THE GAUNTLET,1977,26414658,6,12475,6540,0,0,27,35,96,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,THE RESCUERS,1977,71215869,7,29633,4680,2,0,34,33,58,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,STAR WARS,1977,460998007,9,631839,7260,35,26,190,23660,1325,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,FOUL PLAY,1978,44999621,7,8535,6960,0,8,8,66,78,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
36,THE DEER HUNTER,1978,48979328,8,174642,10920,21,17,39,488,949,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
910,SUPERMAN,1978,134218018,7,100424,8580,13,16,73,2901,456,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
419,INVASION OF THE BODY SNATCHERS,1978,24946533,7,27955,6900,3,8,28,511,148,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
906,HALLOWEEN,1978,47000000,8,122719,5460,3,3,61,1667,1131,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
903,FORCE 10 FROM NAVARONE,1978,7230000,6,11409,7080,0,0,45,13,70,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
146,DEATH ON THE NILE,1978,14560084,7,15392,8400,4,5,29,41,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
911,THE WIZ,1978,21049053,5,8834,8040,1,7,15,152,139,3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
908,THE LORD OF THE RINGS,1978,30471420,6,20595,7920,1,2,43,4415,303,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,GREASE,1978,188755690,7,123712,6600,3,7,99,772,324,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
907,INTERIORS,1978,10432366,8,11003,5580,10,6,18,49,92,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,JAWS 2,1978,81766007,6,39506,6960,0,0,38,76,235,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
909,MIDNIGHT EXPRESS,1978,35000000,8,43970,7260,14,12,37,144,232,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,CONVOY,1978,22765081,6,9046,6600,1,0,38,22,72,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2529,HOOPER,1978,78000000,6,3341,5940,0,1,21,44,28,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2523,THE BIG FIX,1978,13062708,6,895,6480,0,0,2,11,11,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2533,UP IN SMOKE,1978,44364244,7,23788,5160,0,0,9,94,70,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2531,REVENGE OF THE PINK PANTHER,1978,49579269,7,13014,5940,1,1,34,14,56,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2527,GOIN' SOUTH,1978,7435671,6,3874,6300,0,0,14,5,37,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2530,THE LAST WALTZ,1978,322313,8,10928,7020,2,3,24,136,107,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2532,STRAIGHT TIME,1978,9900000,7,4083,6840,0,0,16,38,45,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,DAYS OF HEAVEN,1978,3446749,8,28278,5640,12,8,29,491,166,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2528,HEAVEN CAN WAIT,1978,81640278,7,11883,6060,8,13,28,130,88,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
901,THE BUDDY HOLLY STORY,1978,14363400,7,5132,6840,4,3,14,35,50,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2526,EVERY WHICH WAY BUT LOOSE,1978,85196485,6,13856,6600,1,0,18,58,56,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2525,COMING HOME,1978,32653905,7,7498,7620,14,11,33,676,63,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
37,ALIEN,1979,80931801,9,391737,7020,12,18,126,5671,991,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2524,BUCK ROGERS IN THE 25TH CENTURY,1979,21671241,6,2034,5880,1,1,4,0,29,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
216,ESCAPE FROM ALCATRAZ,1979,43000000,8,66636,6720,0,0,32,64,130,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,10,1979,74865517,6,10316,7320,0,6,26,6,55,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
915,THE CHINA SYNDROME,1979,51718367,7,17243,7320,7,10,30,88,89,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
162,MANHATTAN,1979,39946780,8,83078,5760,19,14,43,35,216,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
916,HAIR,1979,15284643,8,21935,7260,2,2,54,72,144,3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
913,THE BLACK HOLE,1979,35841901,6,15610,5880,0,5,40,160,211,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,BEING THERE,1979,30177511,8,42469,7800,15,10,22,174,259,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,MOONRAKER,1979,70308099,6,53334,7560,1,4,51,170,267,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,APOCALYPSE NOW,1979,83471511,9,333178,9180,17,30,76,1356,896,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
258,STAR TREK: THE MOTION PICTURE,1979,82258456,6,49916,7920,2,15,48,217,372,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
917,METEOR,1979,8400000,5,4388,6480,0,0,10,14,81,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2534,1941,1979,31755742,6,21358,6660,0,0,21,4,205,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
306,KRAMER VS. KRAMER,1979,106260000,8,74105,6300,38,17,33,311,157,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,BREAKING AWAY,1979,16424918,8,14499,6060,15,9,17,175,91,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
919,THE SEDUCTION OF JOE TYNAN,1979,19595168,6,1006,6480,8,0,4,7,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2542,NORTH DALLAS FORTY,1979,26079312,7,3169,7140,3,0,16,33,39,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2538,THE FRISCO KID,1979,9346177,6,5833,6840,0,0,11,10,51,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2536,THE APPLE DUMPLING GANG RIDES AGAIN,1979,20931111,6,1214,5280,0,0,7,5,9,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2547,THE WARRIORS,1979,22490039,8,57732,5520,0,0,17,269,365,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2537,DRACULA,1979,20158970,6,5900,6540,1,4,12,47,107,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2535,THE AMITYVILLE HORROR,1979,86432000,6,22997,7020,0,3,40,35,275,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2546,THE WANDERERS,1979,14492,8,6027,7020,0,0,18,21,51,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2543,PHANTASM,1979,11988469,7,19080,5280,1,1,18,476,250,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2541,THE MUPPET MOVIE,1979,65200000,8,21409,5700,3,9,41,271,88,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2545,STARTING OVER,1979,35649012,7,1394,6300,0,5,8,127,27,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
317,ROCKY II,1979,85182160,7,90550,7140,2,1,58,107,141,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2544,THE ROSE,1979,29174648,7,4971,7500,7,5,26,36,47,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2539,THE JERK,1979,73691419,7,35815,5640,0,0,32,96,106,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2540,LOVE AT FIRST BITE,1979,43885000,6,3646,5760,3,3,5,28,44,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2550,AMERICAN GIGOLO,1980,22743674,6,13197,7020,0,0,18,204,64,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2559,MY BODYGUARD,1980,22482952,7,5939,5760,1,2,9,34,53,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,FRIDAY THE 13TH,1980,39754601,7,60304,5700,0,0,25,2227,611,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2560,THE NUDE BOMB,1980,14662035,5,2338,5640,0,0,4,9,27,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
201,STARDUST MEMORIES,1980,10389003,8,12779,5340,0,0,13,76,98,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2558,MELVIN AND HOWARD,1980,4309490,7,3041,5700,19,5,10,41,33,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2557,THE LAST FLIGHT OF NOAH'S ARK,1980,11000000,6,693,5820,0,0,11,2,7,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2551,ANY WHICH WAY YOU CAN,1980,70687344,6,10514,6900,0,0,19,27,41,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2552,THE BLUE LAGOON,1980,58853106,6,41947,6240,1,5,30,85,127,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2553,BRONCO BILLY,1980,24265659,6,6807,6960,0,0,25,22,41,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2554,CADDYSHACK,1980,39846344,7,66187,5880,0,0,39,346,234,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2555,FAME,1980,21202829,7,13930,8040,4,16,17,13,96,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2548,AIRPLANE!,1980,83453539,8,126474,5280,2,5,85,51,393,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2549,ALTERED STATES,1980,19853892,7,19631,6120,1,4,23,180,124,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2561,STIR CRAZY,1980,101300000,7,15230,6660,0,0,14,35,44,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,KAGEMUSHA,1980,4000000,8,19187,10800,20,3,19,64,84,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
925,HEAVEN'S GATE,1980,3484331,7,7840,13140,1,5,26,175,172,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2562,THE STUNT MAN,1980,7063886,7,6076,7860,5,7,22,104,80,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,THE HUNTER,1980,16274150,6,2633,5820,1,0,11,29,40,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
927,THE MIRROR CRACK'D,1980,11000000,6,3767,6300,0,0,23,19,62,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
924,THE FOG,1980,21378361,7,35912,5340,1,2,30,320,313,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
665,ORDINARY PEOPLE,1980,54766923,8,27901,7440,20,9,20,487,265,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,SOMEWHERE IN TIME,1980,9709597,7,16820,6180,6,3,16,81,231,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
928,POPEYE,1980,49823037,5,18732,6840,0,0,8,120,156,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931,A SMALL CIRCLE OF FRIENDS,1980,766760,6,304,6780,0,0,3,0,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,THE BIG RED ONE,1980,7206220,7,12653,6780,2,1,25,45,109,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
442,COAL MINER'S DAUGHTER,1980,67182787,8,10497,7500,8,13,14,98,75,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
929,PROM NIGHT,1980,14796236,5,8002,5340,0,0,13,54,173,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
41,THE SHINING,1980,44360123,9,418163,8640,2,5,16,1528,1208,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
920,THE BLUES BROTHERS,1980,57229890,8,111252,7980,1,0,59,497,300,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
921,DRESSED TO KILL,1980,31899000,7,18391,6300,1,6,27,248,176,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
922,THE FIENDISH PLOT OF DR. FU MANCHU,1980,10697276,5,1372,6000,0,0,7,2,39,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,THE FINAL COUNTDOWN,1980,16647800,7,13222,6180,1,2,17,108,131,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2556,HOW TO BEAT THE HIGH CO$T OF LIVING,1980,7500000,6,811,6300,0,0,17,0,25,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,RAGING BULL,1980,23383987,8,172854,7740,26,19,51,1478,454,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39,THE ELEPHANT MAN,1980,26010864,8,120156,7440,10,13,36,242,325,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,THE HOWLING,1981,17985893,7,17942,5460,2,2,26,431,182,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2573,THE LEGEND OF THE LONE RANGER,1981,12617845,5,1262,5880,3,2,8,31,38,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2578,PRINCE OF THE CITY,1981,8124257,8,4006,10020,11,6,17,69,48,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2572,THE GREAT MUPPET CAPER,1981,31206251,7,7890,5700,0,1,24,141,40,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2577,PENNIES FROM HEAVEN,1981,9171289,7,3734,6480,6,3,15,61,53,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2574,MODERN ROMANCE,1981,2863642,7,1604,5580,0,0,6,20,22,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2575,MOMMIE DEAREST,1981,19032261,7,8544,7740,8,7,15,205,149,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2582,STRIPES,1981,85297000,7,36853,6360,0,0,29,267,121,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42,RAIDERS OF THE LOST ARK,1981,248159971,9,473742,6900,25,22,69,2004,691,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2571,FRIDAY THE 13TH PART 2,1981,21722776,6,29880,5220,0,0,20,170,367,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2587,VICTORY,1981,10853418,7,16695,6960,0,0,9,75,88,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
942,HISTORY OF THE WORLD: PART I,1981,31672907,7,28291,5520,0,0,12,60,126,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2581,SHARKY'S MACHINE,1981,35610100,6,3056,7320,0,0,9,2,56,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2568,CLASH OF THE TITANS,1981,41092328,7,28650,7080,2,5,32,6,175,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2583,STUDENT BODIES,1981,5165432,6,2827,5160,0,0,0,0,96,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
947,RAGTIME,1981,11099118,7,5562,9300,2,12,47,49,49,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2585,TRUE CONFESSIONS,1981,12850276,6,4530,6480,3,1,27,32,56,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2586,UNDER THE RAINBOW,1981,18826490,5,1824,5880,0,0,4,20,32,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2569,CUTTER'S WAY,1981,1729274,7,2921,6540,2,1,17,20,47,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2584,THIEF,1981,11492915,7,10733,7320,0,0,22,140,96,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2580,S.O.B.,1981,14867086,6,3616,7320,1,3,9,42,50,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,FOR YOUR EYES ONLY,1981,54812802,7,55818,7620,2,3,26,238,234,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,THE POSTMAN ALWAYS RINGS TWICE,1981,12376625,7,13553,7320,1,1,14,70,41,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2566,BLOW OUT,1981,12000000,7,20964,6420,1,1,5,0,134,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
941,HALLOWEEN II,1981,25533818,7,38710,5520,0,0,28,350,448,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
938,THE FOUR SEASONS,1981,50427646,7,2836,6420,1,1,5,12,31,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,EXCALIBUR,1981,34967437,8,39909,8400,2,9,35,186,317,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,ESCAPE FROM NEW YORK,1981,25244626,7,69057,5940,0,0,35,807,258,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
945,OUTLAND,1981,17374595,7,17661,6720,1,6,40,54,125,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
933,BODY HEAT,1981,24058838,7,19259,6780,1,3,29,157,147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
944,ON GOLDEN POND,1981,119285432,8,17871,6540,14,20,26,118,96,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,THE CANNONBALL RUN,1981,72179579,6,21555,5700,1,1,18,108,103,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,DRAGONSLAYER,1981,14110013,7,9095,6480,0,5,13,43,96,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,AN AMERICAN WEREWOLF IN LONDON,1981,30565292,8,49080,5820,2,3,47,884,310,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
930,SCANNERS,1981,14225876,7,26245,6180,3,9,21,230,141,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2564,ABSENCE OF MALICE,1981,40716963,7,7775,6960,4,4,32,16,67,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
940,THE FRENCH LIEUTENANT'S WOMAN,1981,26890068,7,7362,7440,10,13,19,70,54,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2579,REDS,1981,40382659,8,13904,11700,32,21,20,149,120,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2567,CHARIOTS OF FIRE,1981,58972904,7,31460,7440,17,16,48,391,201,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
939,THE FOX AND THE HOUND,1981,63456988,7,46024,4980,1,2,38,78,75,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,MODERN PROBLEMS,1981,26154211,5,3168,5340,0,0,3,6,40,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2565,ARTHUR,1981,95461682,7,18897,5820,10,5,30,505,108,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
165,GALLIPOLI,1981,5732587,8,24493,6600,11,5,30,86,108,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2563,TIME BANDITS,1981,42365581,7,37890,6960,1,8,36,249,163,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2576,NEIGHBORS,1981,29916207,6,5160,5640,0,0,16,20,75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,HALLOWEEN III: SEASON OF THE WITCH,1982,14400000,4,22344,5880,0,0,21,125,498,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2591,BEST FRIENDS,1982,36821203,5,1606,6960,0,1,3,414,15,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2593,CAT PEOPLE,1982,7000000,6,11890,7080,0,1,22,131,101,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
